Ngày đăng,Năm SX,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu,Giá
2025-10-06,2004,Việt Nam,"Xã Sơn Đông, Thị xã Sơn Tây, Hà Nội",SUV / Cross over,12345,Số sàn,Đã sử dụng,Xăng,66000000
2025-10-06,2025,Việt Nam,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,803000000
2025-10-06,2020,Mỹ,"Phố Nguyễn Văn Hưởng, Phường Giang Biên, Quận Long Biên, Hà Nội",SUV / Cross over,22000,Tự động,Đã sử dụng,Xăng,2499000000
2025-10-06,2010,Hàn Quốc,"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",SUV / Cross over,127000,Tự động,Đã sử dụng,Xăng,195000000
2025-10-06,2018,Đang cập nhật,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Unknown,90000,Tự động,Đã sử dụng,Dầu,690000000
2025-10-06,2025,Thái Lan,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",SUV / Cross over,0,Tự động,Mới,Dầu,1299000000
2025-10-06,2016,Thái Lan,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Pick-up (bán tải),110000,Tự động,Đã sử dụng,Dầu,385000000
2025-10-06,2014,Đang cập nhật,"BT U7.24 khu đô thị đô nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",SUV / Cross over,9700,Tự động,Đã sử dụng,Xăng,1680000000
2025-10-06,2025,Việt Nam,"Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Pick-up (bán tải),0,Tự động,Đã sử dụng,Dầu,657000000
2025-10-06,2025,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,896000000
2025-10-06,2025,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hatchback,1500,Tự động,Đã sử dụng,Xăng,615000000
2025-10-06,2020,Việt Nam,"Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Sedan,85000,Số sàn,Đã sử dụng,Xăng,288000000
2025-10-06,2025,Nước khác,"66-68 Nguyễn Văn Cừ, Long Biên, Hà Nội, Phường Bồ Đề, Quận Long Biên, Hà Nội",Sedan,300,Tự động,Đã sử dụng,Xăng,2139000000
2025-10-06,2014,Đang cập nhật,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Sedan,120000,Tự động,Đã sử dụng,Xăng,369000000
2025-10-06,2022,Nước khác,"66-68 Nguyễn Văn Cừ, Long Biên, Hà Nội, Phường Bồ Đề, Quận Long Biên, Hà Nội",SUV / Cross over,44000,Tự động,Đã sử dụng,Xăng,1759000000
2025-10-06,2025,Việt Nam,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",SUV / Cross over,2000,Tự động,Đã sử dụng,Xăng,735000000
2025-10-06,2022,Nước khác,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",SUV / Cross over,34000,Tự động,Đã sử dụng,Xăng,1850000000
2025-10-06,2016,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,420000000
2025-10-06,2022,Nước khác,"66 Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",SUV / Cross over,44000,Tự động,Đã sử dụng,Xăng,1759000000
2025-10-06,2016,Nước khác,"Đường Số 23, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,735000000
2025-10-06,2020,Việt Nam,", Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Sedan,38000,Tự động,Đã sử dụng,Xăng,359000000
2025-10-06,2016,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,88000,Tự động,Đã sử dụng,Xăng,560000000
2025-10-06,2005,Mỹ,"Ngõ 127 Phố Trịnh Công Sơn, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Unknown,100000,Số sàn,Đã sử dụng,Dầu,150000000
2025-10-06,2014,Việt Nam,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Sedan,100000,Tự động,Đã sử dụng,Xăng,465000000
2025-10-06,2022,Thái Lan,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Sedan,60000,Tự động,Đã sử dụng,Xăng,660000000
2025-10-06,2022,Nước khác,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Minivan (MPV),68000,Tự động,Đã sử dụng,Xăng,518000000
2025-10-06,2021,Thái Lan,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,56000,Tự động,Đã sử dụng,Động cơ Hybrid,760000000
2025-10-06,2019,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Sedan,53000,Tự động,Đã sử dụng,Xăng,545000000
2025-10-06,2024,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Unknown,50000,Tự động,Đã sử dụng,Xăng,570000000
2025-10-06,2020,Việt Nam,"Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội",Hatchback,70000,Tự động,Đã sử dụng,Xăng,280000000
2025-10-06,2018,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Sedan,91000,Tự động,Đã sử dụng,Xăng,665000000
2025-10-06,2015,Nước khác,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Sedan,150000,Tự động,Đã sử dụng,Xăng,520000000
2025-10-06,2020,Thái Lan,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,68000,5,Đã sử dụng,Xăng,535000000
2025-10-06,2019,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Hatchback,31000,Tự động,Đã sử dụng,Xăng,320000000
2025-10-06,2010,Ấn Độ,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Hatchback,120000,Tự động,Đã sử dụng,Xăng,188000000
2025-10-06,2025,Trung Quốc,"447 Nguyễn Văn Linh, Phường Phúc Lợi, Quận Long Biên, Hà Nội",SUV / Cross over,0,Tự động,Mới,Động cơ Hybrid,899000000
2025-10-06,2021,Việt Nam,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Sedan,76000,Tự động,Đã sử dụng,Xăng,395000000
2025-10-06,2016,Thái Lan,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Pick-up (bán tải),140000,Tự động,Đã sử dụng,Dầu,395000000
2025-10-06,2024,Nước khác,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,24000,Tự động,Đã sử dụng,Xăng,517000000
2025-10-06,2024,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Hatchback,28000,Tự động,Đã sử dụng,Xăng,495000000
2025-10-06,2015,Việt Nam,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Hatchback,100000,Tự động,Đã sử dụng,Xăng,245000000
2025-10-06,2017,Việt Nam,"Xã Hòa Thạch, Huyện Quốc Oai, Hà Nội",Sedan,12000,Tự động,Đã sử dụng,Xăng,325000000
2025-10-05,2021,Thái Lan,"Phường Văn Quán, Quận Hà Đông, Hà Nội",Sedan,66000,Tự động,Đã sử dụng,Xăng,295000000
2025-10-05,2022,Việt Nam,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,75000,Tự động,Đã sử dụng,Dầu,1110000000
2025-10-05,2020,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,86000,Số sàn,Đã sử dụng,Xăng,282000000
2025-10-05,2019,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hatchback,120000,Số sàn,Đã sử dụng,Xăng,209000000
2025-10-05,2014,Việt Nam,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,120000,Tự động,Đã sử dụng,Dầu,359000000
2025-10-05,2022,Đang cập nhật,"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Unknown,69000,Tự động,Đã sử dụng,Xăng,720000000
2025-10-05,2017,Hàn Quốc,"Phường Vạn Phúc, Quận Hà Đông, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Xăng,569000000
2025-10-05,2018,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Sedan,90000,Tự động,Đã sử dụng,Xăng,380000000
2025-10-05,2024,Việt Nam,"Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",SUV / Cross over,10,Tự động,Đã sử dụng,Điện,850000000
2025-10-05,2014,Việt Nam,"Phường Trung Sơn Trầm, Thị xã Sơn Tây, Hà Nội",Hatchback,85055,Tự động,Đã sử dụng,Xăng,164000000
2025-10-05,2015,Việt Nam,"Phường Trung Sơn Trầm, Thị xã Sơn Tây, Hà Nội",Hatchback,10508,Tự động,Đã sử dụng,Xăng,179000000
2025-10-05,2017,Việt Nam,"Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",Sedan,60000,Tự động,Đã sử dụng,Xăng,325000000
2025-10-05,2009,Việt Nam,", Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,280000000
2025-10-05,2018,Việt Nam,"Phường Việt Hưng, Quận Long Biên, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Dầu,699000000
2025-10-05,2019,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,369000000
2025-10-05,2004,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,2222,Tự động,Đã sử dụng,Dầu,118000000
2025-10-05,2022,Hàn Quốc,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",Sedan,14000,Tự động,Đã sử dụng,Xăng,499000000
2025-10-05,2008,Đang cập nhật,"Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",SUV / Cross over,150000,Tự động,Đã sử dụng,Xăng,295000000
2025-10-05,2009,Việt Nam,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",SUV / Cross over,45815,Số sàn,Đã sử dụng,Dầu,225000000
2025-10-05,2009,Hàn Quốc,"Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Unknown,195000,Tự động,Đã sử dụng,Xăng,148000000
2025-10-05,2024,Việt Nam,"Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",SUV / Cross over,10,Tự động,Đã sử dụng,Điện,850000000
2025-10-05,2024,Đang cập nhật,"Phường Phương Mai, Quận Đống Đa, Hà Nội",SUV / Cross over,5,Tự động,Đã sử dụng,Điện,850000000
2025-10-05,2024,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,55,Tự động,Đã sử dụng,Điện,850000000
2025-10-05,2022,Thái Lan,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",SUV / Cross over,22000,Tự động,Đã sử dụng,Xăng,725000000
2025-10-05,2024,Nước khác,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,27000,Tự động,Đã sử dụng,Xăng,580000000
2025-10-05,2015,Thái Lan,"Phường Quang Trung, Quận Hà Đông, Hà Nội",Pick-up (bán tải),155000,Tự động,Đã sử dụng,Dầu,390000000
2025-10-05,2002,Việt Nam,"Xã Minh Trí, Huyện Sóc Sơn, Hà Nội",SUV / Cross over,20,Tự động,Đã sử dụng,Xăng,68000000
2025-10-05,2009,Việt Nam,"Phường Bồ Đề, Quận Long Biên, Hà Nội",Minivan (MPV),28000,Số sàn,Đã sử dụng,Xăng,160000000
2025-10-05,2015,Việt Nam,", Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,92000,Tự động,Đã sử dụng,Xăng,350000000
2025-10-05,2023,Hàn Quốc,"Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội",SUV / Cross over,12000,Tự động,Đã sử dụng,Xăng,540000000
2025-10-05,2025,Thái Lan,", Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,3000,Tự động,Đã sử dụng,Động cơ Hybrid,925000000
2025-10-05,2019,Việt Nam,"Phường Thượng Thanh, Quận Long Biên, Hà Nội",Sedan,130000,Số sàn,Đã sử dụng,Xăng,298000000
2025-10-05,2010,Việt Nam,"Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,220000,Tự động,Đã sử dụng,Xăng,295000000
2025-10-05,2008,Đang cập nhật,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Sedan,160000,Tự động,Đã sử dụng,Xăng,205000000
2025-10-05,2007,Nhật Bản,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,1500,Số sàn,Đã sử dụng,Xăng,165000000
2025-10-05,2009,Đức,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,180000,Tự động,Đã sử dụng,Xăng,288000000
2025-10-05,2016,Việt Nam,"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Minivan (MPV),150000,Tự động,Đã sử dụng,Dầu,565000000
2025-10-05,2015,Việt Nam,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,469000000
2025-10-05,2017,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,98000,Tự động,Đã sử dụng,Dầu,668000000
2025-10-05,2009,Hàn Quốc,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Hatchback,1000,Tự động,Đã sử dụng,Xăng,125000000
2025-10-05,2023,Đang cập nhật,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",SUV / Cross over,10000,Tự động,Đã sử dụng,Xăng,1999999999
2025-10-05,2023,Việt Nam,"Phường Gia Thụy, Quận Long Biên, Hà Nội",SUV / Cross over,46000,Tự động,Đã sử dụng,Dầu,888000000
2025-10-05,2022,Việt Nam,"Phường Gia Thụy, Quận Long Biên, Hà Nội",SUV / Cross over,40000,Tự động,Đã sử dụng,Dầu,1020000000
2025-10-05,2021,Việt Nam,"Phường Gia Thụy, Quận Long Biên, Hà Nội",SUV / Cross over,65000,Tự động,Đã sử dụng,Dầu,905000000
2025-10-05,2019,Việt Nam,"283 Nguyễn Xiển - Hà Nội , Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,42000,Tự động,Đã sử dụng,Xăng,399000000
2025-10-05,2013,Việt Nam,"Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội",SUV / Cross over,140000,Tự động,Đã sử dụng,Xăng,355000000
2025-10-05,2016,Đang cập nhật,"Lk 403, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Sedan,90000,Tự động,Đã sử dụng,Xăng,310000000
2025-10-05,2009,Việt Nam,"Xã Cổ Loa, Huyện Đông Anh, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,285000000
2025-10-05,2007,Đang cập nhật,"Xã Cổ Loa, Huyện Đông Anh, Hà Nội",Minivan (MPV),150000,Số sàn,Đã sử dụng,Xăng,155000000
2025-10-04,2023,Việt Nam,"TTTM Vincom Ocean Park, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",SUV / Cross over,43300,Tự động,Đã sử dụng,Điện,660000000
2025-10-04,2025,Việt Nam,"Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",Minivan (MPV),0,Tự động,Mới,Điện,719040000
2025-10-04,2021,Việt Nam,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Sedan,70000,Tự động,Đã sử dụng,Xăng,465000000
2025-10-04,2019,Việt Nam,"Phường Trần Phú, Quận Hoàng Mai, Hà Nội",Sedan,110000,Tự động,Đã sử dụng,Xăng,1830000000
2025-10-04,2025,Việt Nam,"Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội",Minivan (MPV),0,Tự động,Mới,Điện,719040000
2025-10-04,2017,Nước khác,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Sedan,15,Số sàn,Đã sử dụng,Xăng,168000000
2025-10-04,2016,Thái Lan,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Sedan,89000,Tự động,Đã sử dụng,Xăng,235000000
2025-10-04,2019,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hatchback,82000,Số sàn,Đã sử dụng,Xăng,209000000
2025-10-04,2021,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,72000,Tự động,Đã sử dụng,Xăng,379000000
2025-10-04,2008,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,153000,Tự động,Đã sử dụng,Xăng,135000000
2025-10-04,2016,Nhật Bản,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Sedan,12000,Số sàn,Đã sử dụng,Xăng,200000000
2025-10-04,2022,Việt Nam,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hatchback,67000,Tự động,Đã sử dụng,Xăng,540000000
2025-10-04,2017,Ấn Độ,"Phường Thạch Bàn, Quận Long Biên, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,268000000
2025-10-04,2018,Việt Nam,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Hatchback,95000,Số sàn,Đã sử dụng,Xăng,125000000
2025-10-04,2016,Việt Nam,"Phường Yên Sở, Quận Hoàng Mai, Hà Nội",SUV / Cross over,170000,Tự động,Đã sử dụng,Dầu,615000000
2025-10-04,2025,Thái Lan,"Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,3007,Tự động,Đã sử dụng,Động cơ Hybrid,935000000
2025-10-04,2016,Đang cập nhật,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Unknown,90000,Tự động,Đã sử dụng,Xăng,495000000
2025-10-04,2018,Việt Nam,"Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",SUV / Cross over,10,Tự động,Đã sử dụng,Dầu,695000000
2025-10-04,2007,Đang cập nhật,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",SUV / Cross over,130000,Tự động,Đã sử dụng,Xăng,320000000
2025-10-04,2020,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",SUV / Cross over,77000,Tự động,Đã sử dụng,Xăng,565000000
2025-10-04,2016,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,378000000
2025-10-04,2020,Đang cập nhật,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,1190000000
2025-10-04,2013,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Sedan,110000,Tự động,Đã sử dụng,Xăng,318000000
2025-10-04,2019,Đang cập nhật,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,779000000
2025-10-04,2004,Đang cập nhật,"Trần Điền, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Sedan,12000,Tự động,Đã sử dụng,Xăng,105000000
2025-10-04,2018,Đức,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,63000,Tự động,Đã sử dụng,Xăng,1599000000
2025-10-04,2011,Thái Lan,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Pick-up (bán tải),300000,Số sàn,Đã sử dụng,Dầu,265000000
2025-10-04,2019,Nhật Bản,"Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",SUV / Cross over,280000,Số sàn,Đã sử dụng,Xăng,430000000
2025-10-04,2010,Hàn Quốc,"Xã Tân Minh, Huyện Sóc Sơn, Hà Nội",Sedan,13000,Tự động,Đã sử dụng,Xăng,235000000
2025-10-04,2010,Việt Nam,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,285000000
2025-10-04,2023,Nước khác,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Hatchback,143,Tự động,Đã sử dụng,Xăng,1977000000
2025-10-04,2015,Việt Nam,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",Sedan,10000,Tự động,Đã sử dụng,Xăng,551000000
2025-10-04,2017,Thái Lan,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Pick-up (bán tải),180000,Tự động,Đã sử dụng,Dầu,385000000
2025-10-04,2024,Việt Nam,"Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Kiểu dáng khác,18,Số sàn,Mới,Dầu,285000000
2025-10-04,2012,Mỹ,"Phường Dương Nội, Quận Hà Đông, Hà Nội",Van,250000,Số sàn,Đã sử dụng,Dầu,195000000
2025-10-04,2016,Việt Nam,"Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Sedan,8700,Tự động,Đã sử dụng,Xăng,390000000
2025-10-04,2016,Việt Nam,"Phường Trần Phú, Quận Hoàng Mai, Hà Nội",Hatchback,12000,Số sàn,Đã sử dụng,Xăng,148000000
2025-10-04,2016,Hàn Quốc,"Phường Đức Giang, Quận Long Biên, Hà Nội",SUV / Cross over,95000,Tự động,Đã sử dụng,Xăng,495000000
2025-10-04,2022,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",Minivan (MPV),87000,Tự động,Đã sử dụng,Dầu,1130000000
2025-10-04,2022,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",SUV / Cross over,65000,Tự động,Đã sử dụng,Xăng,690000000
2025-10-04,2022,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",Sedan,25000,Tự động,Đã sử dụng,Xăng,545000000
2025-10-04,2013,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",Sedan,110000,Tự động,Đã sử dụng,Xăng,360000000
2025-10-04,2020,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",SUV / Cross over,68000,Tự động,Đã sử dụng,Dầu,899000000
2025-10-04,2022,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",Sedan,60000,Tự động,Đã sử dụng,Xăng,539000000
2025-10-04,2016,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",Sedan,95000,Tự động,Đã sử dụng,Xăng,679000000
2025-10-04,2012,Thái Lan,"Phường Đức Giang, Quận Long Biên, Hà Nội",Sedan,67000,Tự động,Đã sử dụng,Xăng,39000000
2025-10-04,2023,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",Sedan,47000,Tự động,Đã sử dụng,Xăng,455000000
2025-10-04,2021,Việt Nam,"Phường Đức Giang, Quận Long Biên, Hà Nội",SUV / Cross over,50000,Tự động,Đã sử dụng,Xăng,575000000
2025-10-04,2020,Thái Lan,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Pick-up (bán tải),65000,Tự động,Đã sử dụng,Dầu,479000000
2025-10-04,2015,Nhật Bản,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,150000,Tự động,Đã sử dụng,Xăng,2150000000
2025-10-04,2023,Việt Nam,"Phường Thạch Bàn, Quận Long Biên, Hà Nội",Kiểu dáng khác,10000,Số sàn,Đã sử dụng,Dầu,655000000
2025-10-04,2021,Thái Lan,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,70000,Tự động,Đã sử dụng,Dầu,915000000
2025-10-04,2009,Đức,"Xã Tiên Dược, Huyện Sóc Sơn, Hà Nội",Minivan (MPV),70000,Tự động,Đã sử dụng,Xăng,300000000
2025-10-04,2012,Hàn Quốc,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hatchback,140000,Tự động,Đã sử dụng,Xăng,110000000
2025-10-04,2017,Việt Nam,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Sedan,91000,Tự động,Đã sử dụng,Xăng,568000000
2025-10-04,2014,Đức,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Sedan,110000,Tự động,Đã sử dụng,Xăng,380000000
2025-10-04,2017,Việt Nam,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,98000,Tự động,Đã sử dụng,Dầu,518000000
2025-10-03,2023,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,33000,Tự động,Đã sử dụng,Xăng,705000000
2025-10-03,2016,Nước khác,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,110000,Tự động,Đã sử dụng,Xăng,355000000
2025-10-03,2023,Việt Nam,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Pick-up (bán tải),39000,Tự động,Đã sử dụng,Dầu,1090000000
2025-10-03,2011,Thái Lan,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Hatchback,150000,Tự động,Đã sử dụng,Xăng,259000000
2025-10-03,2013,Việt Nam,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,140000,Tự động,Đã sử dụng,Dầu,345000000
2025-10-03,2017,Việt Nam,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Sedan,120000,Tự động,Đã sử dụng,Xăng,459000000
2025-10-03,2023,Việt Nam,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Sedan,15000,Tự động,Đã sử dụng,Dầu,529000000
2025-10-03,2011,Hàn Quốc,"Thị trấn Xuân Mai, Huyện Chương Mỹ, Hà Nội",Hatchback,20000,Số sàn,Đã sử dụng,Xăng,95000000
2025-10-03,2022,Việt Nam,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hatchback,85000,Tự động,Đã sử dụng,Điện,430000000
2025-10-03,2018,Việt Nam,"Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Xăng,820000000
2025-10-03,2023,Việt Nam,"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Unknown,100000,Tự động,Đã sử dụng,Xăng,10000000
2025-10-03,2021,Thái Lan,", Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Pick-up (bán tải),70000,Tự động,Đã sử dụng,Dầu,555000000
2025-10-03,2017,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,95000,Tự động,Đã sử dụng,Xăng,499000000
2025-10-03,2018,Thái Lan,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Pick-up (bán tải),14000,Tự động,Đã sử dụng,Dầu,395000000
2025-10-03,2016,Hàn Quốc,"Phường Dương Nội, Quận Hà Đông, Hà Nội",Unknown,10000,Số sàn,Đã sử dụng,Dầu,405000000
2025-10-03,2006,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,95000,Số sàn,Đã sử dụng,Dầu,135000000
2025-10-03,2017,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Xăng,490000000
